2 249685                      
TIME		DATE	MODULE	EVENT_TYPE	THREAD	FUNCTION	MESSAGE
11:22:56	3326	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B758CB | QPR.PG.Plugin.dll | system.pas | _LStrFromPCharLen | Line: 12476
11:22:56	3326	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3327	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3C003 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 359
11:22:56	3327	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3328	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3328	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3329	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3329	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3330	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3330	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3C003 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 359
11:22:56	3331	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFE4 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 358
11:22:56	3331	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BBD2 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 240
11:22:56	3332	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B76688 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15029
11:22:56	3332	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B74786 | QPR.PG.Plugin.dll | system.pas | TObject.CleanupInstance | Line: 8936
11:22:56	3333	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809AB4 | kernel32.dll |  | VirtualAllocEx | Line: 0
11:22:56	3334	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809A72 | kernel32.dll |  | VirtualAllocEx | Line: 0
11:22:56	3334	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809A64 | kernel32.dll |  | VirtualAlloc | Line: 0
11:22:56	3335	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3335	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3336	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3336	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3337	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7671E | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15176
11:22:56	3337	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766D4 | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15134
11:22:56	3338	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766A8 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15048
11:22:56	3338	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B76688 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15029
11:22:56	3339	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3339	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3340	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3340	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3341	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7671E | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15176
11:22:56	3341	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766D4 | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15134
11:22:56	3342	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766A8 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15048
11:22:56	3342	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BA48 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 203
11:22:56	3343	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BCC7 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 264
11:22:56	3343	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BC84 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 258
11:22:56	3344	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E687D0 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.ReadData | Line: 1129
11:22:56	3344	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C90EAF5 | ntdll.dll |  | KiUserApcDispatcher | Line: 0
11:22:56	3345	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E6CDFE | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.RSetFlag2 | Line: 3742
11:22:56	3345	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E6CD94 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.RSetFlag2 | Line: 3732
11:22:56	3346	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E685B6 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.ReadData | Line: 1079
11:22:56	3346	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757DC | QPR.PG.Plugin.dll | system.pas | _LStrArrayClr | Line: 12250
11:22:56	3347	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE1463 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CObjectManager.RestoreObjectsFromCacheStre | Line: 2577
11:22:56	3347	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C80D077 | kernel32.dll |  | CompareStringA | Line: 0
11:22:56	3348	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B97516 | QPR.PG.Plugin.dll | Classes.pas | TStringList.CompareStrings | Line: 5200
11:22:56	3348	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E680B8 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.ReadData | Line: 975
11:22:56	3349	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D8EF9D | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CSymbol.ReadData | Line: 1941
11:22:56	3349	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D8EF84 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CSymbol.ReadData | Line: 1940
11:22:56	3350	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D92B2B | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CConnectableSymbol.ReadData | Line: 4166
11:22:56	3350	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E6CE08 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.RSetRuntimeFlag2 | Line: 3746
11:22:56	3351	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E67CF9 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.pas | PG.Clients.ViewObject.CViewObject.InitializeObject | Line: 827
11:22:56	3351	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D92AEC | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CConnectableSymbol.ReadData | Line: 4164
11:22:56	3352	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D6585D | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Box.pas | PG.Clients.ViewObject.Box.CBox.ReadData | Line: 393
11:22:56	3352	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE4532 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.CreateFromRepositoryStream | Line: 4507
11:22:56	3353	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE44C8 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.CreateFromRepositoryStream | Line: 4500
11:22:56	3354	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D8D3CF | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CSymbol.CreateFromRepositoryStream | Line: 507
11:22:56	3354	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D8D39C | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CSymbol.CreateFromRepositoryStream | Line: 506
11:22:56	3355	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E4EE4F | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.oCreateObjectF | Line: 1927
11:22:56	3355	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B9777D | QPR.PG.Plugin.dll | Classes.pas | TStream.ReadBuffer | Line: 5297
11:22:56	3356	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E4D3CD | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.CreateFromRepo | Line: 905
11:22:56	3356	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B74AE9 | QPR.PG.Plugin.dll | system.pas | _AfterConstruction | Line: 9520
11:22:56	3357	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E4D28C | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.CreateFromRepo | Line: 881
11:22:56	3357	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1FA8B | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.FCreateManagersFromRepositor | Line: 872
11:22:56	3358	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1F940 | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.FCreateManagersFromRepositor | Line: 850
11:22:56	3358	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1F2B2 | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.iLoadServerModel | Line: 742
11:22:56	3359	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1F0B4 | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.iLoadServerModel | Line: 689
11:22:56	3359	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1EE9D | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.LoadModel | Line: 651
11:22:56	3360	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1EE5C | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.LoadModel | Line: 648
11:22:56	3360	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E18E16 | QPR.PG.Plugin.dll | QPR.PG.Plugin.Model.Entry.pas | PG.Plugin.Model.Entry.CPGPluginModelListEntry.FLoadModelForPlugin | Line: 353
11:22:56	3361	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E18DBC | QPR.PG.Plugin.dll | QPR.PG.Plugin.Model.Entry.pas | PG.Plugin.Model.Entry.CPGPluginModelListEntry.FLoadModelForPlugin | Line: 342
11:22:56	3361	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1843F | QPR.PG.Plugin.dll | QPR.PG.Plugin.Model.Entry.pas | PG.Plugin.Model.Entry.CPGPluginModelListEntry.RbValidateModelState | Line: 149
11:22:56	3362	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1EA50 | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.FoGetModelManager | Line: 522
11:22:56	3366	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C81153C | kernel32.dll |  | GetFileAttributesA | Line: 0
11:22:56	3372	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7DD7B | QPR.PG.Plugin.dll | sysutils.pas | FileExists | Line: 5439
11:22:56	3373	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1EA20 | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.FoGetModelManager | Line: 516
11:22:56	3373	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1B6B7 | QPR.PG.Plugin.dll | QPR.PG.Clients.MetaManager.pas | PG.Clients.MetaManager.NLoadModels | Line: 750
11:22:56	3374	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1B644 | QPR.PG.Plugin.dll | QPR.PG.Clients.MetaManager.pas | PG.Clients.MetaManager.NLoadModels | Line: 744
11:22:56	3374	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1B95F | QPR.PG.Plugin.dll | QPR.PG.Clients.MetaManager.pas | PG.Clients.MetaManager.CMetaManager.RestorePreviouslyLoadedModelsIn | Line: 795
11:22:56	3375	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1B870 | QPR.PG.Plugin.dll | QPR.PG.Clients.MetaManager.pas | PG.Clients.MetaManager.CMetaManager.RestorePreviouslyLoadedModelsIn | Line: 775
11:22:56	3375	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EF59D6 | QPR.PG.Plugin.dll | QPR.PG.Plugin.dpr | PG.Plugin.iStartPlugin | Line: 467
11:22:56	3376	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x005D5E07 | QPRWas.exe | QPR.WAS.Server.PluginManager.pas | WAS.Server.PluginManager.CPluginManager.dtStartPlugins | Line: 538
11:22:56	3376	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x005D5D6C | QPRWas.exe | QPR.WAS.Server.PluginManager.pas | WAS.Server.PluginManager.CPluginManager.dtStartPlugins | Line: 525
11:22:56	3377	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x005E3A0F | QPRWas.exe | QPR.WAS.Server.Main.pas | WAS.Server.Main.CWasServer.dtInitialize | Line: 420
11:22:56	3377	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x005E3800 | QPRWas.exe | QPR.WAS.Server.Main.pas | WAS.Server.Main.CWasServer.dtInitialize | Line: 371
11:22:56	3378	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x0057BBFC | QPRWas.exe | QPR.WAS.Server.UI.FormMain.pas | WAS.Server.UI.FormMain.TfrmMain.FormActivate | Line: 79
11:22:56	3378	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00404B30 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1033
11:22:56	3379	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E42F3C7 | USER32.dll |  | SendMessageA | Line: 0
11:22:56	3379	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E42F383 | USER32.dll |  | SendMessageA | Line: 0
11:22:56	3380	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41DA6A | USER32.dll |  | SetFocus | Line: 0
11:22:56	3380	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41DA60 | USER32.dll |  | SetFocus | Line: 0
11:22:56	3381	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41D554 | USER32.dll |  | DefWindowProcA | Line: 0
11:22:56	3381	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41B38E | USER32.dll |  | DefWindowProcW | Line: 0
11:22:56	3382	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x0057BBC9 | QPRWas.exe | QPR.WAS.Server.UI.FormMain.pas | WAS.Server.UI.FormMain.TfrmMain.WndProc | Line: 66
11:22:56	3383	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41D8AE | USER32.dll |  | ShowWindow | Line: 0
11:22:56	3383	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41D8A4 | USER32.dll |  | ShowWindow | Line: 0
11:22:56	3384	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C91043D | ntdll.dll |  | RtlGetNtGlobalFlags | Line: 0
11:22:56	3384	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C80B576 | kernel32.dll |  | GetModuleFileNameA | Line: 0
11:22:56	3385	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004059B0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1265
11:22:56	3385	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004058E0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1252
11:22:56	3386	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004059F3 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1269
11:22:56	3386	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004059D0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1267
11:22:56	3387	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E42079C | USER32.dll |  | SystemParametersInfoA | Line: 0
11:22:56	3387	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E4207B1 | USER32.dll |  | SystemParametersInfoA | Line: 0
11:22:56	3388	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004058FC | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1254
11:22:56	3388	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41D554 | USER32.dll |  | DefWindowProcA | Line: 0
11:22:56	3389	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C9010ED | ntdll.dll |  | RtlLeaveCriticalSection | Line: 0
11:22:56	3389	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41CE93 | USER32.dll |  | MonitorFromWindow | Line: 0
11:22:56	3390	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7E41CEA6 | USER32.dll |  | MonitorFromWindow | Line: 0
11:22:56	3390	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x0057BBC9 | QPRWas.exe | QPR.WAS.Server.UI.FormMain.pas | WAS.Server.UI.FormMain.TfrmMain.WndProc | Line: 66
11:22:56	3391	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C90E64C | ntdll.dll |  | NtSetInformationThread | Line: 0
11:22:56	3391	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C90E9BE | ntdll.dll |  | NtWaitForSingleObject | Line: 0
11:22:56	3392	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C802540 | kernel32.dll |  | WaitForSingleObjectEx | Line: 0
11:22:56	3392	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80252D | kernel32.dll |  | WaitForSingleObject | Line: 0
11:22:56	3393	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C802520 | kernel32.dll |  | WaitForSingleObject | Line: 0
11:22:56	3393	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x005DDE26 | QPRWas.exe | QPR.WAS.Server.Plugin.Intf.Impl.pas | WAS.Server.Plugin.Intf.Impl.CSynchronizer.RExecute | Line: 1655
11:22:56	3394	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x0050F832 | QPRWas.exe | QPR.Common.Log.LoggedThread.pas | Common.Log.LoggedThread.CLoggedThread.Execute | Line: 26
11:22:56	3394	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C90E21D | ntdll.dll |  | ZwQueryVirtualMemory | Line: 0
11:22:56	3395	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80B9B7 | kernel32.dll |  | VirtualQueryEx | Line: 0
11:22:56	3395	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80B9A0 | kernel32.dll |  | VirtualQueryEx | Line: 0
11:22:56	3396	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80B9E1 | kernel32.dll |  | VirtualQuery | Line: 0
11:22:56	3396	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80B9D1 | kernel32.dll |  | VirtualQuery | Line: 0
11:22:56	3397	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x00409868 | QPRWas.exe | QPR.PG.Clients.Texts.pas |  | Line: 1006
11:22:56	3397	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x00409FD7 | QPRWas.exe | QPR.PG.Clients.Texts.pas |  | Line: 1130
11:22:56	3398	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C809728 | kernel32.dll |  | GetCurrentThreadId | Line: 0
11:22:56	3398	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C90E57A | ntdll.dll |  | NtSetEvent | Line: 0
11:22:56	3399	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80A021 | kernel32.dll |  | SetEvent | Line: 0
11:22:56	3399	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x7C80A017 | kernel32.dll |  | SetEvent | Line: 0
11:22:56	3400	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 3552 | 0x00405854 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1243
11:22:56	3400	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00408354 | QPRWas.exe | QPR.SC.Clients.Texts.pas |  | Line: 1131
11:22:56	3401	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00404CB5 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1057
11:22:56	3401	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00404C98 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1056
